confuser_pkg,target_pkg,signals
graphyne,graphene,Character Replaced: y;Swap Vowel: e => y
etl-utils,eth-utils,Character Replaced: l
eth,eth-utils,Separated Section Removed: 1 ('t')
eth,eth-hash,Separated Section Removed: 1 ('t')
msspec,msgspec,Character Removed: 2 ('g')
jsonpickler,jsonpickle,Character Added: r;Close Letters on QWERTY Keyboard, added to end: jsonpickle => r
timeout,pytest-timeout,Separated Section Removed: 0 ('p')
graphql,graphql-relay,Separated Section Removed: 1 ('r')
relay,graphql-relay,Separated Section Removed: 0 ('g')
validator,validators,Character Removed: 9 ('s');Suffix Removed: s
validatos,validators,Character Removed: 8 ('r')
loggers,spacy-loggers,Separated Section Removed: 0 ('s')
gitlab,python-gitlab,Separated Section Removed: 0 ('p')
eth,eth-typing,Separated Section Removed: 1 ('t')
pypdfy,pypdf2,Character Replaced: y
pypdfe,pypdf2,Character Replaced: e;Close Letters on QWERTY Keyboard: 2 => e
evergreen,evergreen-py,Separated Section Removed: 1 ('v');Suffix Removed: -py
zc,zc.lockfile,Separated Section Removed: 1 ('c')
connection,confection,Letter Duplicated and Replaced: n;Character Replaced: n
dataparser,dateparser,Ascii Homoglpyh: e => a;Character Replaced: a;Swap Vowel: e => a
dateparse,dateparser,Character Removed: 9 ('r')
date-parser,dateparser,Character Added: -;Double hit character: -
dstrace,ddtrace,Character Replaced: s;Close Letters on QWERTY Keyboard: d => s
netaddr2,netaddr,Character Added: 2;Suffix Added: 2
elastic-transpor,elastic-transport,Character Removed: 16 ('t')
elastic-transports,elastic-transport,Character Added: s;Containing Character Added: s;Suffix Added: s
transport,elastic-transport,Separated Section Removed: 0 ('e')
elastic,elastic-transport,Separated Section Removed: 1 ('l')
limiter,Flask-Limiter,Separated Section Removed: 0 ('f')
ninji,ninja,Character Replaced: i;Swap Vowel: a => i
nina,ninja,Character Removed: 3 ('j')
nunja,ninja,Character Replaced: u;Swap Vowel: i => u;Close Letters on QWERTY Keyboard: i => u
ninja2,ninja,Character Added: 2;Suffix Added: 2
finja,ninja,Character Replaced: f
ninjax,ninja,Character Added: x;Close Letters on QWERTY Keyboard, added to end: ninja => x;Suffix Added: x
ginja,ninja,Character Replaced: g;Close Letters on QWERTY Keyboard: n => g
ninjar,ninja,Character Added: r
inja,ninja,Character Removed: 0 ('n')
ninjag,ninja,Character Added: g
ninka,ninja,Character Replaced: k;Close Letters on QWERTY Keyboard: j => k
dinja,ninja,Character Replaced: d
ninia,ninja,Ascii Homoglpyh: j => i;Character Replaced: i;Close Letters on QWERTY Keyboard: j => i
aninja,ninja,Character Added: a;Containing Character Added: a
mysqlclientpy,mysqlclient,Suffix Added: py
mysql-client,mysqlclient,Character Added: -
alimits,limits,Character Added: a
dimits,limits,Character Replaced: d
limitys,limits,Character Added: y
limis,limits,Character Removed: 4 ('t')
limit,limits,Character Removed: 5 ('s');Suffix Removed: s
klimits,limits,Character Added: k;Double hit character: k
ramjam,cramjam,Character Removed: 0 ('c')
dbtool,db-contrib-tool,Separated Section Removed: 1 ('b')
psycopgr,psycopg,Character Added: r;Close Letters on QWERTY Keyboard, added to end: psycopg => r
psycog,psycopg,Character Removed: 5 ('p')
adapters,dbt-adapters,Separated Section Removed: 0 ('d')
dtt-common,dbt-common,Character Replaced: t
common,dbt-common,Separated Section Removed: 0 ('d')
context,opencensus-context,Separated Section Removed: 0 ('o')
dtypes,ml-dtypes,Separated Section Removed: 0 ('m')
pywavelet,PyWavelets,Character Removed: 9 ('s');Suffix Removed: s
pymt5,PyQt5,Character Replaced: m
pyqtt,PyQt5,Character Replaced: t;Close Letters on QWERTY Keyboard: 5 => t
gcp,grpcio-gcp,Separated Section Removed: 0 ('g')
fastapi-ccli,fastapi-cli,Character Added: c;Character Added: c;Containing Character Added: c;Containing Character Added: c;Letter Duplicated: c
fastapi2cli,fastapi-cli,Character Replaced: 2
fastapicli,fastapi-cli,Character Removed: 7 ('-');Separator Removed -
fastapi-cls,fastapi-cli,Character Replaced: s
py2dash,pydash,Character Added: 2
pydish,pydash,Character Replaced: i;Swap Vowel: a => i
pymash,pydash,Character Replaced: m
pybash,pydash,Ascii Homoglpyh: d => b;Character Replaced: b
pydast,pydash,Character Replaced: t;Close Letters on QWERTY Keyboard: h => t
pyash,pydash,Character Removed: 2 ('d')
psdash,pydash,Character Replaced: s
mydash,pydash,Character Replaced: m
pydas,pydash,Character Removed: 5 ('h')
pyhash,pydash,Character Replaced: h
pydashi,pydash,Character Added: i
pycash,pydash,Character Replaced: c;Close Letters on QWERTY Keyboard: d => c
pydosh,pydash,Ascii Homoglpyh: a => o;Character Replaced: o;Swap Vowel: a => o
pydasi,pydash,Character Replaced: i
pydase,pydash,Character Replaced: e
pywash,pydash,Character Replaced: w;Close Letters on QWERTY Keyboard: d => w
mathlib,pathlib,Character Replaced: m
athlib,pathlib,Character Removed: 0 ('p')
pathlit,pathlib,Character Replaced: t
pathlab,pathlib,Character Replaced: a;Swap Vowel: i => a
patalib,pathlib,Character Replaced: a
patlib,pathlib,Character Removed: 3 ('h')
patchlib,pathlib,Character Added: c
upathlib,pathlib,Character Added: u
transactions,transaction,Character Added: s;Containing Character Added: s;Suffix Added: s
bytecodes,bytecode,Character Added: s;Close Letters on QWERTY Keyboard, added to end: bytecode => s;Suffix Added: s
bitecode,bytecode,Character Replaced: i;Swap Vowel: y => i
bytecore,bytecode,Character Replaced: r;Close Letters on QWERTY Keyboard: d => r
console,jupyter-console,Separated Section Removed: 0 ('j')
qinvoke,invoke,Character Added: q
envoke,invoke,Character Replaced: e;Swap Vowel: i => e
invoker,invoke,Character Added: r;Close Letters on QWERTY Keyboard, added to end: invoke => r
enview,envier,Character Replaced: w
envir,envier,Character Removed: 4 ('e')
enver,envier,Character Removed: 3 ('i')
envie,envier,Character Removed: 5 ('r')
pysctp,pysftp,Character Replaced: c;Close Letters on QWERTY Keyboard: f => c
pyftp,pysftp,Character Removed: 2 ('s')
pygftp,pysftp,Character Replaced: g
fysftp,pysftp,Character Replaced: f
pyuftp,pysftp,Character Replaced: u
psftp,pysftp,Character Removed: 1 ('y')
jpypex,jpype1,Character Replaced: x
jpype,jpype1,Character Removed: 5 ('1');Suffix Removed: 1
julpyter,jupyter,Character Added: l;Double hit character: l
jupter,jupyter,Character Removed: 3 ('y')
jupyterm,jupyter,Character Added: m
jupytee,jupyter,Character Replaced: e;Close Letters on QWERTY Keyboard: r => e
jupytex,jupyter,Character Replaced: x
juwpyter,jupyter,Character Added: w
jupyters,jupyter,Character Added: s;Suffix Added: s
utrees,BTrees,Character Replaced: u
btree,BTrees,Character Removed: 5 ('s');Suffix Removed: s
dtrees,BTrees,Ascii Homoglpyh: b => d;Character Replaced: d
trees,BTrees,Character Removed: 0 ('b')
proxy,zope.proxy,Separated Section Removed: 0 ('z')
zope-proxy,zope.proxy,Character Replaced: -;Separator Changed: . => -
pyqt5sip,PyQt5-sip,Character Removed: 5 ('-');Separator Removed -
sendgrid-python,sendgrid,Suffix Added: -python
geather,leather,Character Replaced: g
feather,leather,Character Replaced: f
kzconfig,ZConfig,Character Added: k
cconfig,ZConfig,Character Replaced: c
fconfig,ZConfig,Character Replaced: f
econfig,ZConfig,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: e
dconfig,ZConfig,Character Replaced: d
sconfig,ZConfig,Character Replaced: s;Close Letters on QWERTY Keyboard: z => s
xconfig,ZConfig,Character Replaced: x;Close Letters on QWERTY Keyboard: z => x
qconfig,ZConfig,Character Replaced: q
zeconfig,ZConfig,Character Added: e
pconfig,ZConfig,Character Replaced: p
ezconfig,ZConfig,Character Added: e
yconfig,ZConfig,Bit Flips: Byte 0, Bit 1;Character Replaced: y
uconfig,ZConfig,Bit Flips: Byte 0, Bit 3;Character Replaced: u
lconfig,ZConfig,Character Replaced: l
yzconfig,ZConfig,Character Added: y
bconfig,ZConfig,Character Replaced: b
aconfig,ZConfig,Character Replaced: a;Close Letters on QWERTY Keyboard: z => a
rconfig,ZConfig,Character Replaced: r
vconfig,ZConfig,Character Replaced: v
kodb,ZODB,Character Replaced: k
zfdb,ZODB,Character Replaced: f
zwdb,ZODB,Character Replaced: w
zpdb,ZODB,Character Replaced: p;Close Letters on QWERTY Keyboard: o => p
oodb,ZODB,Character Replaced: o
zod,ZODB,Character Removed: 3 ('b')
nodb,ZODB,Character Replaced: n
godb,ZODB,Character Replaced: g
podb,ZODB,Character Replaced: p
zorb,ZODB,Character Replaced: r;Close Letters on QWERTY Keyboard: d => r
codb,ZODB,Character Replaced: c
zzdb,ZODB,Letter Duplicated and Replaced: z;Character Replaced: z
zdb,ZODB,Character Removed: 1 ('o')
xodb,ZODB,Character Replaced: x;Close Letters on QWERTY Keyboard: z => x
pygamp,pygame,Character Replaced: p
spygame,pygame,Character Added: s
pygams,pygame,Character Replaced: s;Close Letters on QWERTY Keyboard: e => s
epygame,pygame,Character Added: e;Containing Character Added: e
pygamer,pygame,Character Added: r;Close Letters on QWERTY Keyboard, added to end: pygame => r
nygame,pygame,Character Replaced: n
pygaze,pygame,Character Replaced: z
pycame,pygame,Character Replaced: c
pygate,pygame,Character Replaced: t
pagame,pygame,Character Replaced: a;Swap Vowel: y => a
pygam2,pygame,Character Replaced: 2;Close Letters on QWERTY Keyboard: e => 2
pygamd,pygame,Character Replaced: d;Close Letters on QWERTY Keyboard: e => d
pygme,pygame,Character Removed: 3 ('a')
pigame,pygame,Character Replaced: i;Swap Vowel: y => i
pysame,pygame,Character Replaced: s
pyogame,pygame,Character Added: o
pygama,pygame,Ascii Homoglpyh: e => a;Character Replaced: a;Swap Vowel: e => a
pygayme,pygame,Character Added: y;Containing Character Added: y
ypgame,pygame,Letters Swapped
pygase,pygame,Character Replaced: s
db-extractor,dbt-extractor,Character Removed: 2 ('t')
xtyping,typing,Character Added: x;Prefix Added: x;Prefix Added: X
typings,typing,Character Added: s;Suffix Added: s
pyping,typing,Character Replaced: p
tcping,typing,Character Replaced: c
typingx,typing,Character Added: x;Suffix Added: x
etyping,typing,Character Added: e
web-test,WebTest,Character Added: -
pyee2,pyee,Character Added: 2;Close Letters on QWERTY Keyboard, added to end: pyee => 2;Suffix Added: 2
pyeb,pyee,Character Replaced: b
pyez,pyee,Character Replaced: z
pyeet,pyee,Character Added: t
pylee,pyee,Character Added: l
pymee,pyee,Character Added: m
pyea,pyee,Ascii Homoglpyh: e => a;Character Replaced: a;Swap Vowel: e => a
pyece,pyee,Character Added: c
pyfe,pyee,Character Replaced: f;Close Letters on QWERTY Keyboard: e => f
pyeem,pyee,Character Added: m
pyed,pyee,Character Replaced: d;Close Letters on QWERTY Keyboard: e => d
pyees,pyee,Character Added: s;Close Letters on QWERTY Keyboard, added to end: pyee => s;Suffix Added: s
pyes,pyee,Character Replaced: s;Close Letters on QWERTY Keyboard: e => s
pytee,pyee,Character Added: t
pyef,pyee,Character Replaced: f;Close Letters on QWERTY Keyboard: e => f
pyje,pyee,Character Replaced: j
pybe,pyee,Character Replaced: b
pyeeg,pyee,Character Added: g
yee,pyee,Character Removed: 0 ('p')
pyxe,pyee,Character Replaced: x
pyei,pyee,Character Replaced: i;Swap Vowel: e => i
pyce,pyee,Character Replaced: c
pyen,pyee,Character Replaced: n
pyie,pyee,Character Replaced: i;Swap Vowel: e => i
pyeh,pyee,Character Replaced: h
pyeee,pyee,Character Added: e;Character Added: e;Character Added: e;Containing Character Added: e;Containing Character Added: e;Containing Character Added: e;Letter Duplicated: e;Letter Duplicated: e;Letter Duplicated and Replaced
pye,pyee,Character Removed: 2 ('e');Character Removed: 3 ('e')
pyeye,pyee,Character Added: y;Containing Character Added: y
pyeez,pyee,Character Added: z
pyexe,pyee,Character Added: x
pyoe,pyee,Ascii Homoglpyh: e => o;Character Replaced: o;Swap Vowel: e => o
pyre,pyee,Character Replaced: r;Close Letters on QWERTY Keyboard: e => r
pyer,pyee,Character Replaced: r;Close Letters on QWERTY Keyboard: e => r
ptee,pyee,Character Replaced: t;Close Letters on QWERTY Keyboard: y => t
pybee,pyee,Character Added: b
pee,pyee,Character Removed: 1 ('y')
pyeer,pyee,Character Added: r;Close Letters on QWERTY Keyboard, added to end: pyee => r
pyge,pyee,Character Replaced: g
pyet,pyee,Character Replaced: t
pyem,pyee,Character Replaced: m
pye2,pyee,Character Replaced: 2;Close Letters on QWERTY Keyboard: e => 2
pyle,pyee,Character Replaced: l
rt,tokenize-rt,Separated Section Removed: 0 ('t')
botele,bottle,Character Replaced: e
bootle,bottle,Letter Duplicated and Replaced: o;Character Replaced: o
abottle,bottle,Character Added: a
battle,bottle,Ascii Homoglpyh: o => a;Character Replaced: a;Swap Vowel: o => a
rbottle,bottle,Character Added: r
bittle,bottle,Character Replaced: i;Swap Vowel: o => i;Close Letters on QWERTY Keyboard: o => i
cfn,cfn-lint,Separated Section Removed: 1 ('f')
cfy-lint,cfn-lint,Character Replaced: y
lint,cfn-lint,Separated Section Removed: 0 ('c')
cfnlint,cfn-lint,Character Removed: 3 ('-');Separator Removed -
pycryto,pycrypto,Character Removed: 5 ('p')
pqcrypto,pycrypto,Character Replaced: q
pycrypton,pycrypto,Character Added: n
pncrypto,pycrypto,Character Replaced: n
pycrypt,pycrypto,Character Removed: 7 ('o')
pcrypto,pycrypto,Character Removed: 1 ('y')
pxycrypto,pycrypto,Character Added: x
xycrypto,pycrypto,Character Replaced: x
py-crypto,pycrypto,Character Added: -
mycrypto,pycrypto,Character Replaced: m
immutable,immutables,Character Removed: 9 ('s');Suffix Removed: s
psslib,passlib,Character Removed: 1 ('a')
google-cloud-dataflow,google-cloud-dataflow-client,Separated Section Removed: 3 ('g')
distcache,diskcache,Character Replaced: t
aliyun-python-sdk,aliyun-python-sdk-core,Separated Section Removed: 3 ('y')
streamkit,streamlit,Character Replaced: k;Close Letters on QWERTY Keyboard: l => k
streamlit1,streamlit,Character Added: 1;Suffix Added: 1
ardkit,rdkit,Character Added: a
rokit,rdkit,Character Replaced: o
sdkit,rdkit,Bit Flips: Byte 0, Bit 0;Character Replaced: s
pdkit,rdkit,Character Replaced: p
rkit,rdkit,Character Removed: 1 ('d')
adkit,rdkit,Character Replaced: a
rwkit,rdkit,Character Replaced: w;Close Letters on QWERTY Keyboard: d => w
rgkit,rdkit,Character Replaced: g
mdkit,rdkit,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: m
rskit,rdkit,Character Replaced: s;Close Letters on QWERTY Keyboard: d => s
rdkix,rdkit,Character Replaced: x
pyprov,pyproj,Character Replaced: v
pyproc,pyproj,Character Replaced: c
pyprodj,pyproj,Character Added: d
pyroj,pyproj,Character Removed: 2 ('p')
pypro,pyproj,Character Removed: 5 ('j')
pypros,pyproj,Character Replaced: s
pyprot,pyproj,Character Replaced: t
pyprof,pyproj,Character Replaced: f
pyprop,pyproj,Character Replaced: p
myproj,pyproj,Character Replaced: m
pyprob,pyproj,Character Replaced: b
pyprog,pyproj,Character Replaced: g
pproj,pyproj,Character Removed: 1 ('y')
blogbook,Logbook,Character Added: b;Containing Character Added: b
tracex,bracex,Character Replaced: t
mmr3,mmh3,Character Replaced: r
fmmh3,mmh3,Character Added: f
mmh,mmh3,Character Removed: 3 ('3');Suffix Removed: 3
bokto,boto,Character Added: k
botv,boto,Character Replaced: v
bono,boto,Character Replaced: n
boo,boto,Character Removed: 2 ('t')
boko,boto,Character Replaced: k
bot4,boto,Character Replaced: 4
botoy,boto,Character Added: y
botor,boto,Character Added: r
botx,boto,Character Replaced: x
goto,boto,Character Replaced: g;Close Letters on QWERTY Keyboard: b => g
bodo,boto,Character Replaced: d
iboto,boto,Character Added: i
boot,boto,Letters Swapped
foto,boto,Character Replaced: f;Close Letters on QWERTY Keyboard: b => f
noto,boto,Character Replaced: n;Close Letters on QWERTY Keyboard: b => n
botd,boto,Character Replaced: d
botm,boto,Character Replaced: m
bobo,boto,Character Replaced: b
bote,boto,Ascii Homoglpyh: o => e;Character Replaced: e;Swap Vowel: o => e
boto4,boto,Character Added: 4;Suffix Added: 4
roto,boto,Character Replaced: r
botoa,boto,Character Added: a
loto,boto,Character Replaced: l
coto,boto,Bit Flips: Byte 0, Bit 0;Character Replaced: c
broto,boto,Character Added: r
bota,boto,Ascii Homoglpyh: o => a;Character Replaced: a;Swap Vowel: o => a
doto,boto,Ascii Homoglpyh: b => d;Character Replaced: d
bto,boto,Character Removed: 1 ('o')
botox,boto,Character Added: x;Suffix Added: x
xboto,boto,Character Added: x;Prefix Added: x;Prefix Added: X
bouto,boto,Character Added: u
botok,boto,Character Added: k;Close Letters on QWERTY Keyboard, added to end: boto => k
botl,boto,Character Replaced: l;Close Letters on QWERTY Keyboard: o => l
bogo,boto,Character Replaced: g;Close Letters on QWERTY Keyboard: t => g
botco,boto,Character Added: c
boto2,boto,Character Added: 2;Suffix Added: 2
koto,boto,Character Replaced: k
both,boto,Character Replaced: h
bots,boto,Character Replaced: s
boty,boto,Character Replaced: y;Swap Vowel: o => y
romana,roman,Character Added: a;Containing Character Added: a
roma,roman,Character Removed: 4 ('n')
romans,roman,Character Added: s;Suffix Added: s
loman,roman,Character Replaced: l
kroman,roman,Character Added: k
rodan,roman,Character Replaced: d
rowan,roman,Character Replaced: w
rohan,roman,Character Replaced: h;Close Letters on QWERTY Keyboard: m => h
coman,roman,Character Replaced: c
uroman,roman,Character Added: u
reman,roman,Ascii Homoglpyh: o => e;Character Replaced: e;Swap Vowel: o => e
raman,roman,Ascii Homoglpyh: o => a;Character Replaced: a;Swap Vowel: o => a
roan,roman,Character Removed: 2 ('m')
proman,roman,Character Added: p
http-client,python-http-client,Separated Section Removed: 0 ('p')
rratelimit,ratelimit,Character Added: r;Character Added: r;Containing Character Added: r;Containing Character Added: r;Letter Duplicated: r
ratelimitx,ratelimit,Character Added: x;Suffix Added: x
rate-limit,ratelimit,Character Added: -
ratelimitpy,ratelimit,Suffix Added: py
django-ufilter,django-filter,Character Added: u
holiday,holidays,Character Removed: 7 ('s');Suffix Removed: s
pypf,pypdf,Character Removed: 3 ('d')
pybdf,pypdf,Ascii Homoglpyh: p => b;Character Replaced: b
pyprf,pypdf,Character Replaced: r;Close Letters on QWERTY Keyboard: d => r
py2pdf,pypdf,Character Added: 2
pypdc,pypdf,Character Replaced: c;Close Letters on QWERTY Keyboard: f => c
pyp0f,pypdf,Character Replaced: 0
ipypdf,pypdf,Character Added: i
pypsf,pypdf,Character Replaced: s;Close Letters on QWERTY Keyboard: d => s
pygdf,pypdf,Ascii Homoglpyh: p => g;Character Replaced: g
pyppdf,pypdf,Character Added: p;Character Added: p;Containing Character Added: p;Containing Character Added: p;Letter Duplicated: p
pycpdf,pypdf,Character Added: c
pyhdf,pypdf,Character Replaced: h
pypdd,pypdf,Character Replaced: d;Close Letters on QWERTY Keyboard: f => d
rypdf,pypdf,Character Replaced: r
pypdm,pypdf,Character Replaced: m
pyidf,pypdf,Character Replaced: i
pypef,pypdf,Character Replaced: e;Close Letters on QWERTY Keyboard: d => e
pypdx,pypdf,Character Replaced: x
pypdfe,pypdf,Character Added: e;Close Letters on QWERTY Keyboard, added to end: pypdf => e
pypdp,pypdf,Character Replaced: p
mypdf,pypdf,Character Replaced: m
pypdl,pypdf,Character Replaced: l
pyqdf,pypdf,Ascii Homoglpyh: p => q;Character Replaced: q
pyadf,pypdf,Character Replaced: a
pypbf,pypdf,Ascii Homoglpyh: d => b;Character Replaced: b
pypdfy,pypdf,Character Added: y;Containing Character Added: y
pypdn,pypdf,Character Replaced: n
ypdf,pypdf,Character Removed: 0 ('p')
pypuf,pypdf,Character Replaced: u
pypda,pypdf,Character Replaced: a
pyxdf,pypdf,Character Replaced: x
pyxpdf,pypdf,Character Added: x
pypif,pypdf,Character Replaced: i
pysdf,pypdf,Character Replaced: s
pypdb,pypdf,Character Replaced: b;Close Letters on QWERTY Keyboard: f => b
pypnf,pypdf,Character Replaced: n
sypdf,pypdf,Bit Flips: Byte 0, Bit 1;Character Replaced: s
pyndf,pypdf,Character Replaced: n
pydf,pypdf,Character Removed: 2 ('p')
popdf,pypdf,Character Replaced: o;Swap Vowel: y => o
pypdu,pypdf,Character Replaced: u
config-argparse,ConfigArgParse,Character Added: -
configargparser,ConfigArgParse,Character Added: r;Containing Character Added: r;Close Letters on QWERTY Keyboard, added to end: configargparse => r
abi,eth-abi,Separated Section Removed: 0 ('e')
eth,eth-abi,Separated Section Removed: 1 ('t')
avroc,avro,Character Added: c
afro,avro,Character Replaced: f;Close Letters on QWERTY Keyboard: v => f
uavro,avro,Character Added: u
avio,avro,Character Replaced: i
avro-py,avro,Suffix Added: -py
arvo,avro,Letters Swapped
aero,avro,Character Replaced: e
acro,avro,Character Replaced: c;Close Letters on QWERTY Keyboard: v => c
mavro,avro,Character Added: m
akro,avro,Character Replaced: k
avro.py,avro,Suffix Added: .py
cavro,avro,Character Added: c
avrox,avro,Character Added: x;Suffix Added: x
contextlib3,contextlib2,Character Replaced: 3;Close Letters on QWERTY Keyboard: 2 => 3
cosmos,azure-cosmos,Separated Section Removed: 0 ('a')
mqtt,paho-mqtt,Separated Section Removed: 0 ('p')
pydol,pydot,Character Replaced: l
py2dot,pydot,Character Added: 2
pydft,pydot,Character Replaced: f
pydt,pydot,Character Removed: 3 ('o')
ydot,pydot,Character Removed: 0 ('p')
pdot,pydot,Character Removed: 1 ('y')
py-dot,pydot,Character Added: -
pypot,pydot,Ascii Homoglpyh: d => p;Character Replaced: p
pydov,pydot,Character Replaced: v
pydjot,pydot,Character Added: j
pydoit,pydot,Character Added: i
pydob,pydot,Character Replaced: b
pydot3,pydot,Character Added: 3;Suffix Added: 3
pyot,pydot,Character Removed: 2 ('d')
pynot,pydot,Character Replaced: n
pydor,pydot,Character Replaced: r;Close Letters on QWERTY Keyboard: t => r
pydpt,pydot,Character Replaced: p;Close Letters on QWERTY Keyboard: o => p
mydot,pydot,Character Replaced: m
pydwt,pydot,Character Replaced: w
pygot,pydot,Character Replaced: g
pydo,pydot,Character Removed: 4 ('t')
pydmt,pydot,Character Replaced: m
pydot2,pydot,Character Added: 2;Suffix Added: 2
pymot,pydot,Character Replaced: m
pydoa,pydot,Character Replaced: a
pyhot,pydot,Character Replaced: h
pydat,pydot,Ascii Homoglpyh: o => a;Character Replaced: a;Swap Vowel: o => a
pysdot,pydot,Character Added: s;Double hit character: s
pydont,pydot,Character Added: n
pydon,pydot,Character Replaced: n
pydog,pydot,Character Replaced: g;Close Letters on QWERTY Keyboard: t => g
pydqt,pydot,Character Replaced: q
pyrot,pydot,Character Replaced: r;Close Letters on QWERTY Keyboard: d => r
pydbt,pydot,Character Replaced: b
pydoo,pydot,Character Replaced: o
pycot,pydot,Character Replaced: c;Close Letters on QWERTY Keyboard: d => c
pydotz,pydot,Character Added: z
pydop,pydot,Character Replaced: p
pydto,pydot,Letters Swapped
jmake,cmake,Character Replaced: j
fmake,cmake,Character Replaced: f;Close Letters on QWERTY Keyboard: c => f
cmakew,cmake,Character Added: w;Close Letters on QWERTY Keyboard, added to end: cmake => w
amake,cmake,Character Replaced: a
cfake,cmake,Character Replaced: f
comake,cmake,Character Added: o
cemake,cmake,Character Added: e;Containing Character Added: e
zmake,cmake,Character Replaced: z
lmake,cmake,Bit Flips: Byte 0, Bit 3;Character Replaced: l
vmake,cmake,Character Replaced: v;Close Letters on QWERTY Keyboard: c => v
cmaker,cmake,Character Added: r;Close Letters on QWERTY Keyboard, added to end: cmake => r
make,cmake,Character Removed: 0 ('c')
pmake,cmake,Character Replaced: p
nmake,cmake,Character Replaced: n
imake,cmake,Character Replaced: i
xmake,cmake,Character Replaced: x;Close Letters on QWERTY Keyboard: c => x
smake,cmake,Character Replaced: s;Close Letters on QWERTY Keyboard: c => s
cake,cmake,Character Removed: 1 ('m')
dmake,cmake,Bit Flips: Byte 0, Bit 2;Character Replaced: d;Close Letters on QWERTY Keyboard: c => d
praison,prison,Character Added: a
poison,prison,Character Replaced: o
overalls,coveralls,Character Removed: 0 ('c')
coverall,coveralls,Character Removed: 8 ('s');Suffix Removed: s
distributex,distributed,Character Replaced: x;Close Letters on QWERTY Keyboard: d => x
langchain-openapi,langchain-openai,Character Added: p;Containing Character Added: p
f0,fs,Character Replaced: 0
fn,fs,Character Replaced: n
fs1,fs,Character Added: 1;Suffix Added: 1
fst,fs,Character Added: t
ms,fs,Character Replaced: m
fz,fs,Character Replaced: z;Close Letters on QWERTY Keyboard: s => z
fb,fs,Character Replaced: b
mfs,fs,Character Added: m
fsq,fs,Character Added: q;Close Letters on QWERTY Keyboard, added to end: fs => q
fp,fs,Character Replaced: p
fas,fs,Character Added: a;Double hit character: a
fns,fs,Character Added: n
ff,fs,Character Replaced: f
gfs,fs,Character Added: g;Double hit character: g
ft,fs,Character Replaced: t
fa,fs,Character Replaced: a;Close Letters on QWERTY Keyboard: s => a
es,fs,Bit Flips: Byte 0, Bit 1;Character Replaced: e;Close Letters on QWERTY Keyboard: f => e
ufs,fs,Character Added: u
ns,fs,Character Replaced: n
fi,fs,Character Replaced: i
vfs,fs,Character Added: v;Double hit character: v
zs,fs,Character Replaced: z
hfs,fs,Character Added: h
ifs,fs,Character Added: i
fd,fs,Character Replaced: d;Close Letters on QWERTY Keyboard: s => d
as,fs,Bit Flips: Byte 0, Bit 2;Character Replaced: a
fw,fs,Character Replaced: w;Close Letters on QWERTY Keyboard: s => w
rs,fs,Character Replaced: r;Close Letters on QWERTY Keyboard: f => r
fds,fs,Character Added: d;Double hit character: d
lfs,fs,Character Added: l
fs3,fs,Character Added: 3;Suffix Added: 3
ss,fs,Character Replaced: s
f4,fs,Character Replaced: 4
fes,fs,Character Added: e;Double hit character: e
fy,fs,Character Replaced: y
f8s,fs,Character Added: 8
js,fs,Character Replaced: j
f1,fs,Character Replaced: 1
fsc,fs,Character Added: c;Close Letters on QWERTY Keyboard, added to end: fs => c
ofs,fs,Character Added: o
fs2,fs,Character Added: 2;Suffix Added: 2
f2,fs,Character Replaced: 2
cfs,fs,Character Added: c;Double hit character: c
fsx,fs,Character Added: x;Close Letters on QWERTY Keyboard, added to end: fs => x;Suffix Added: x
fos,fs,Character Added: o
ps,fs,Character Replaced: p
ys,fs,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: y
sfs,fs,Character Added: s;Containing Character Added: s
efs,fs,Character Added: e;Double hit character: e
fse,fs,Character Added: e;Close Letters on QWERTY Keyboard, added to end: fs => e
fcs,fs,Character Added: c;Double hit character: c
fsu,fs,Character Added: u
qs,fs,Character Replaced: q
afs,fs,Character Added: a
jfs,fs,Character Added: j
fspy,fs,Suffix Added: py
hs,fs,Character Replaced: h
fsr,fs,Character Added: r
ffs,fs,Character Added: f;Character Added: f;Containing Character Added: f;Containing Character Added: f;Letter Duplicated: f
fk,fs,Character Replaced: k
fbs,fs,Character Added: b
fso,fs,Character Added: o
fts,fs,Character Added: t
wfs,fs,Character Added: w
fss,fs,Character Added: s;Character Added: s;Containing Character Added: s;Containing Character Added: s;Letter Duplicated: s;Letter Duplicated and Replaced;Suffix Added: s
zfs,fs,Character Added: z
fj,fs,Character Replaced: j
ks,fs,Character Replaced: k
ds,fs,Character Replaced: d;Close Letters on QWERTY Keyboard: f => d
xfs,fs,Character Added: x;Prefix Added: x;Prefix Added: X
f6,fs,Character Replaced: 6
frs,fs,Character Added: r
fg,fs,Character Replaced: g
f3,fs,Character Replaced: 3
fo,fs,Character Replaced: o
fe,fs,Character Replaced: e;Close Letters on QWERTY Keyboard: s => e
f,fs,Character Removed: 1 ('s');Suffix Removed: s
fr,fs,Character Replaced: r
ts,fs,Ascii Homoglpyh: f => t;Character Replaced: t;Close Letters on QWERTY Keyboard: f => t
f5,fs,Character Replaced: 5
yfs,fs,Character Added: y
