confuser_pkg,target_pkg,signals
lest,west,Character Replaced: l
wast,west,Ascii Homoglpyh: e => a;Character Replaced: a;Swap Vowel: e => a
bwget,wget,Character Added: b
mget,wget,Character Replaced: m
jget,wget,Character Replaced: j
zget,wget,Character Replaced: z
wpget,wget,Character Added: p
iget,wget,Character Replaced: i
mwget,wget,Character Added: m
wgit,wget,Character Replaced: i;Swap Vowel: e => i
wgety,wget,Character Added: y;Close Letters on QWERTY Keyboard, added to end: wget => y
hget,wget,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: h
wcget,wget,Character Added: c
gget,wget,Character Replaced: g
wgt,wget,Character Removed: 2 ('e')
fget,wget,Character Replaced: f
vget,wget,Bit Flips: Byte 0, Bit 0;Character Replaced: v
wnget,wget,Character Added: n;Double hit character: n
cget,wget,Character Replaced: c
sget,wget,Character Replaced: s;Close Letters on QWERTY Keyboard: w => s
get,wget,Character Removed: 0 ('w')
bget,wget,Character Replaced: b
wgnet,wget,Character Added: n
aget,wget,Character Replaced: a;Close Letters on QWERTY Keyboard: w => a
qget,wget,Character Replaced: q;Close Letters on QWERTY Keyboard: w => q
wgen,wget,Character Replaced: n
wger,wget,Character Replaced: r;Close Letters on QWERTY Keyboard: t => r
wheel,wheel-filename,Separated Section Removed: 1 ('h')
fwheel,wheel,Character Added: f
wheeel,wheel,Character Added: e;Character Added: e;Character Added: e;Containing Character Added: e;Containing Character Added: e;Containing Character Added: e;Letter Duplicated: e;Letter Duplicated: e
wheelz,wheel,Character Added: z
wheelr,wheel,Character Added: r
swheel,wheel,Character Added: s;Double hit character: s
heel,wheel,Character Removed: 0 ('w')
whispyr,whisper,Character Replaced: y;Swap Vowel: e => y
whispr,whisper,Character Removed: 5 ('e')
whispers,whisper,Character Added: s;Containing Character Added: s;Suffix Added: s
wisper,whisper,Character Removed: 1 ('h')
whisker,whisper,Character Replaced: k
whisperx,whisper,Character Added: x;Suffix Added: x
whisperx,whispers,Character Replaced: x;Close Letters on QWERTY Keyboard: s => x
whiskers,whispers,Character Replaced: k
whisper,whispers,Character Removed: 7 ('s');Suffix Removed: s
whisper,whisperx,Character Removed: 7 ('x');Suffix Removed: x
whispers,whisperx,Character Replaced: s;Close Letters on QWERTY Keyboard: x => s
whistlepy,whistle,Suffix Added: py
whittle,whistle,Character Replaced: t
whistler,whistle,Character Added: r;Close Letters on QWERTY Keyboard, added to end: whistle => r
whoi,whois,Character Removed: 4 ('s');Suffix Removed: s
dwhois,whois,Character Added: d;Double hit character: d
whoisp,whois,Character Added: p
whyis,whois,Character Replaced: y;Swap Vowel: o => y
whoispy,whois,Suffix Added: py
qwhois,whois,Character Added: q;Double hit character: q
cwhois,whois,Character Added: c
whodis,whois,Character Added: d
whooshy,Whoosh,Character Added: y;Close Letters on QWERTY Keyboard, added to end: whoosh => y
shoosh,Whoosh,Character Replaced: s;Close Letters on QWERTY Keyboard: w => s
woosh,Whoosh,Character Removed: 1 ('h')
client,whylabs-client,Separated Section Removed: 0 ('w')
textstat,whylabs-textstat,Separated Section Removed: 0 ('w')
whylogs,whylogs-sketching,Separated Section Removed: 1 ('h')
sketching,whylogs-sketching,Separated Section Removed: 0 ('w')
whylog,whylogs,Character Removed: 6 ('s');Suffix Removed: s
giddy,widdy,Character Replaced: g
fiddy,widdy,Character Replaced: f
widgy,widdy,Character Replaced: g
windy,widdy,Character Replaced: n
fetch,wiki-fetch,Separated Section Removed: 0 ('w')
wiki,wiki-fetch,Separated Section Removed: 1 ('i')
api,wikipedia-api,Separated Section Removed: 0 ('w')
wikipedia,wikipedia-api,Separated Section Removed: 1 ('i')
jikipedia,wikipedia,Character Replaced: j
wikipydia,wikipedia,Character Replaced: y;Swap Vowel: e => y
pillow,willow,Bit Flips: Byte 0, Bit 2;Character Replaced: p
zillow,willow,Character Replaced: z
windmill,windmill-api,Separated Section Removed: 1 ('i')
api,windmill-api,Separated Section Removed: 0 ('w')
ops,window-ops,Separated Section Removed: 0 ('w')
window,window-ops,Separated Section Removed: 1 ('i')
windows,windows-curses,Separated Section Removed: 1 ('i')
tired,wired,Bit Flips: Byte 0, Bit 1;Character Replaced: t
wires,wired,Character Replaced: s;Close Letters on QWERTY Keyboard: d => s
wiremock2,wiremock,Character Added: 2;Suffix Added: 2
wkhtmtopdf,wkhtmltopdf,Character Removed: 5 ('l')
wkhtmltopydf,wkhtmltopdf,Character Added: y
awmctrl,wmctrl,Character Added: a;Double hit character: a
cwmctrl,wmctrl,Character Added: c;Containing Character Added: c
wctrl,wmctrl,Character Removed: 1 ('m')
qmi,WMI,Character Replaced: q;Close Letters on QWERTY Keyboard: w => q
ami,WMI,Character Replaced: a;Close Letters on QWERTY Keyboard: w => a
wmp,WMI,Character Replaced: p
wei,WMI,Character Replaced: e
wmd,WMI,Character Replaced: d
xmi,WMI,Bit Flips: Byte 0, Bit 3;Character Replaced: x
wmf,WMI,Character Replaced: f
cwmi,WMI,Character Added: c
umi,WMI,Character Replaced: u
emi,WMI,Character Replaced: e;Close Letters on QWERTY Keyboard: w => e
mi,WMI,Character Removed: 0 ('w')
bmi,WMI,Character Replaced: b
wmb,WMI,Character Replaced: b
omi,WMI,Character Replaced: o
wi,WMI,Character Removed: 1 ('m')
wim,WMI,Letters Swapped
vmi,WMI,Bit Flips: Byte 0, Bit 0;Character Replaced: v
wm,WMI,Character Removed: 2 ('i')
wui,WMI,Character Replaced: u
wmc,WMI,Character Replaced: c
pmi,WMI,Bit Flips: Byte 0, Bit 2;Character Replaced: p
mmi,WMI,Character Replaced: m
wmic,WMI,Character Added: c
wmo,WMI,Character Replaced: o;Swap Vowel: i => o;Close Letters on QWERTY Keyboard: i => o
wpi,WMI,Character Replaced: p
tmi,WMI,Bit Flips: Byte 0, Bit 1;Character Replaced: t
dmi,WMI,Character Replaced: d;Close Letters on QWERTY Keyboard: w => d
wmt,WMI,Character Replaced: t
wmill,wmill-pg,Separated Section Removed: 1 ('m')
pg,wmill-pg,Separated Section Removed: 0 ('w')
whill,wmill,Character Replaced: h;Close Letters on QWERTY Keyboard: m => h
will,wmill,Character Removed: 1 ('m')
words2number,word2number,Character Added: s
swordcloud,wordcloud,Character Added: s;Double hit character: s
workninja,wordninja,Character Replaced: k
workdays,workadays,Character Removed: 4 ('a')
horkos,workos,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: h
apilib,wpilib,Character Replaced: a;Close Letters on QWERTY Keyboard: w => a
wilib,wpilib,Character Removed: 1 ('p')
cpilib,wpilib,Character Replaced: c
tpilib,wpilib,Bit Flips: Byte 0, Bit 1;Character Replaced: t
timeout-decorator,wrapt-timeout-decorator,Separated Section Removed: 0 ('w')
wrapp,wrapt,Character Replaced: p
wrapit,wrapt,Character Added: i
wraps,wrapt,Character Replaced: s
wrap2,wrapt,Character Replaced: 2
wrap,wrapt,Character Removed: 4 ('t')
rapt,wrapt,Character Removed: 0 ('w')
wrapc,wrapt,Character Replaced: c
wrapg,wrapt,Character Replaced: g;Close Letters on QWERTY Keyboard: t => g
wslpy,ws4py,Character Replaced: l
ts4py,ws4py,Bit Flips: Byte 0, Bit 1;Character Replaced: t
wspy,ws4py,Character Removed: 2 ('4')
request-logger,wsgi-request-logger,Separated Section Removed: 0 ('w')
asgiref,wsgiref,Character Replaced: a;Close Letters on QWERTY Keyboard: w => a
dslink,wslink,Character Replaced: d;Close Letters on QWERTY Keyboard: w => d
slink,wslink,Character Removed: 0 ('w')
sme,WSME,Character Removed: 0 ('w')
psme,WSME,Bit Flips: Byte 0, Bit 2;Character Replaced: p
wsmf,WSME,Character Replaced: f;Close Letters on QWERTY Keyboard: e => f
hsme,WSME,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: h
awsme,WSME,Character Added: a;Double hit character: a
esme,WSME,Character Replaced: e;Close Letters on QWERTY Keyboard: w => e
tsme,WSME,Bit Flips: Byte 0, Bit 1;Character Replaced: t
tsproto,wsproto,Bit Flips: Byte 0, Bit 1;Character Replaced: t
sproto,wsproto,Character Removed: 0 ('w')
alchemy,WTForms-Alchemy,Separated Section Removed: 0 ('w')
wtforms,WTForms-Alchemy,Separated Section Removed: 1 ('t')
components,WTForms-Components,Separated Section Removed: 0 ('w')
wtforms,WTForms-Components,Separated Section Removed: 1 ('t')
wtforms,WTForms-JSON,Separated Section Removed: 1 ('t')
validators,wtforms-validators,Separated Section Removed: 0 ('w')
wtforms,wtforms-validators,Separated Section Removed: 1 ('t')
qtforms,wtforms,Character Replaced: q;Close Letters on QWERTY Keyboard: w => q
wtpython,wxPython,Character Replaced: t
wxpy,wxPython,String Substituted: python => py
xpython,wxPython,Character Removed: 0 ('w')
transformers,x-transformers,Separated Section Removed: 0 ('x')
xs-transformers,x-transformers,Character Added: s;Containing Character Added: s
a-transformers,x-transformers,Character Replaced: a;Close Letters on QWERTY Keyboard: x => a
datatree,xarray-datatree,Separated Section Removed: 0 ('x')
xarray,xarray-datatree,Separated Section Removed: 1 ('a')
xarray,xarray-einstats,Separated Section Removed: 1 ('a')
xarray,xarray-spatial,Separated Section Removed: 1 ('a')
spatial,xarray-spatial,Separated Section Removed: 0 ('x')
uarray,xarray,Character Replaced: u
qarray,xarray,Character Replaced: q
karray,xarray,Character Replaced: k
uxarray,xarray,Character Added: u
marray,xarray,Character Replaced: m
zxarray,xarray,Character Added: z;Double hit character: z
jarray,xarray,Character Replaced: j
larray,xarray,Character Replaced: l
nxarray,xarray,Character Added: n
axarray,xarray,Character Added: a;Containing Character Added: a;Double hit character: a
satlas,xatlas,Character Replaced: s;Close Letters on QWERTY Keyboard: x => s
patlas,xatlas,Character Replaced: p
katlas,xatlas,Character Replaced: k
atlas,xatlas,Prefix Removed: x;Character Removed: 0 ('x')
dattr,xattr,Character Replaced: d;Close Letters on QWERTY Keyboard: x => d
rattr,xattr,Character Replaced: r
xattrs,xattr,Character Added: s;Suffix Added: s
attr,xattr,Prefix Removed: x;Character Removed: 0 ('x')
google-drive,xblock-google-drive,Separated Section Removed: 0 ('x')
poll,xblock-poll,Separated Section Removed: 0 ('x')
utils,xblock-utils,Separated Section Removed: 0 ('x')
nblock,XBlock,Character Replaced: n
hblock,XBlock,Character Replaced: h
tblock,XBlock,Character Replaced: t
xlock,XBlock,Character Removed: 1 ('b')
block,XBlock,Prefix Removed: x;Character Removed: 0 ('x')
mblock,XBlock,Character Replaced: m
clim,xclim,Prefix Removed: x;Character Removed: 0 ('x')
xcli,xclim,Character Removed: 4 ('m')
edg,xdg,Character Replaced: e
xda,xdg,Character Replaced: a
xd,xdg,Character Removed: 2 ('g')
dg,xdg,Prefix Removed: x;Character Removed: 0 ('x')
xdv,xdg,Character Replaced: v;Close Letters on QWERTY Keyboard: g => v
xdc,xdg,Character Replaced: c
xvg,xdg,Character Replaced: v;Close Letters on QWERTY Keyboard: d => v
xdo,xdg,Character Replaced: o
xpg,xdg,Ascii Homoglpyh: d => p;Character Replaced: p
vdg,xdg,Character Replaced: v
xdb,xdg,Character Replaced: b;Close Letters on QWERTY Keyboard: g => b
cdg,xdg,Character Replaced: c;Close Letters on QWERTY Keyboard: x => c
xdl,xdg,Character Replaced: l
pdg,xdg,Character Replaced: p
zdg,xdg,Character Replaced: z;Close Letters on QWERTY Keyboard: x => z
gdg,xdg,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: g
ddg,xdg,Character Replaced: d;Close Letters on QWERTY Keyboard: x => d
xdu,xdg,Character Replaced: u
adg,xdg,Character Replaced: a;Close Letters on QWERTY Keyboard: x => a
xds,xdg,Character Replaced: s
xug,xdg,Character Replaced: u
tdis,xdis,Character Replaced: t
adis,xdis,Character Replaced: a;Close Letters on QWERTY Keyboard: x => a
xdas,xdis,Character Replaced: a;Swap Vowel: i => a
dis,xdis,Prefix Removed: x;Character Removed: 0 ('x')
ldis,xdis,Character Replaced: l
xdist,xdis,Character Added: t
xds,xdis,Character Removed: 2 ('i')
mdis,xdis,Character Replaced: m
cdoctest,xdoctest,Character Replaced: c;Close Letters on QWERTY Keyboard: x => c
qdsl,xdsl,Character Replaced: q
xds,xdsl,Character Removed: 3 ('l')
odsl,xdsl,Character Replaced: o
xdl,xdsl,Character Removed: 2 ('s')
kdsl,xdsl,Character Replaced: k
xdol,xdsl,Character Replaced: o
edsl,xdsl,Character Replaced: e
cdsl,xdsl,Character Replaced: c;Close Letters on QWERTY Keyboard: x => c
tenon,xenon,Character Replaced: t
xenos,xenon,Character Replaced: s
xenonpy,xenon,Suffix Added: py
xeno,xenon,Character Removed: 4 ('n')
cformers,xformers,Character Replaced: c;Close Letters on QWERTY Keyboard: x => c
xformer,xformers,Character Removed: 7 ('s');Suffix Removed: s
ray,xgboost-ray,Separated Section Removed: 0 ('x')
xgboost,xgboost-ray,Separated Section Removed: 1 ('g')
agboost,xgboost,Character Replaced: a;Close Letters on QWERTY Keyboard: x => a
hgboost,xgboost,Character Replaced: h
ngboost,xgboost,Character Replaced: n
html2pdf,xhtml2pdf,Prefix Removed: x;Character Removed: 0 ('x')
xhtml2pdf2,xhtml2pdf,Character Added: 2;Containing Character Added: 2;Suffix Added: 2
zinspect,xinspect,Character Replaced: z;Close Letters on QWERTY Keyboard: x => z
minspect,xinspect,Character Replaced: m
einspect,xinspect,Character Replaced: e
uinspect,xinspect,Character Replaced: u
finspect,xinspect,Character Replaced: f
pinspect,xinspect,Character Replaced: p
xkcd-pass,xkcdpass,Character Added: -;Double hit character: -
xlrd3,xlrd,Character Added: 3;Suffix Added: 3
xlrm,xlrd,Character Replaced: m
xlrd2,xlrd,Character Added: 2;Suffix Added: 2
xrd,xlrd,Character Removed: 1 ('l')
xlrw,xlrd,Character Replaced: w;Close Letters on QWERTY Keyboard: d => w
mlrd,xlrd,Character Replaced: m
xled,xlrd,Character Replaced: e;Close Letters on QWERTY Keyboard: r => e
xlrp,xlrd,Ascii Homoglpyh: d => p;Character Replaced: p
xlsx-csv,xlsx2csv,Character Replaced: -
xls-writer,XlsxWriter,Character Replaced: -
xzutils,xlutils,Character Replaced: z
lxutils,xlutils,Letters Swapped
vlutils,xlutils,Character Replaced: v
xutils,xlutils,Character Removed: 1 ('l')
qlutils,xlutils,Character Replaced: q
rlutils,xlutils,Character Replaced: r
zlutils,xlutils,Character Replaced: z;Close Letters on QWERTY Keyboard: x => z
xmutils,xlutils,Character Replaced: m
xlutils3,xlutils,Character Added: 3;Suffix Added: 3
olutils,xlutils,Character Replaced: o
elutils,xlutils,Character Replaced: e
flutils,xlutils,Character Replaced: f
blutils,xlutils,Character Replaced: b
xmlutils,xlutils,Character Added: m
x-utils,xlutils,Character Replaced: -
mlutils,xlutils,Character Replaced: m
xyutils,xlutils,Character Replaced: y
xbutils,xlutils,Character Replaced: b
nlutils,xlutils,Character Replaced: n
dlutils,xlutils,Character Replaced: d;Close Letters on QWERTY Keyboard: x => d
llutils,xlutils,Character Replaced: l
xlutil,xlutils,Character Removed: 6 ('s');Suffix Removed: s
lutils,xlutils,Prefix Removed: x;Character Removed: 0 ('x')
xbwt,xlwt,Character Replaced: b
lwt,xlwt,Prefix Removed: x;Character Removed: 0 ('x')
ml-python,xml-python,Prefix Removed: x;Character Removed: 0 ('x')
xmq-python,xml-python,Character Replaced: q
lml-python,xml-python,Character Replaced: l
aml-python,xml-python,Character Replaced: a;Close Letters on QWERTY Keyboard: x => a
xmldiffs,xmldiff,Character Added: s;Suffix Added: s
xldiff,xmldiff,Character Removed: 1 ('m')
xml-diff,xmldiff,Character Added: -
xml2json,xmljson,Character Added: 2
mlrunner,xmlrunner,Prefix Removed: x;Character Removed: 0 ('x')
xmldsig,xmlsig,Character Added: d;Double hit character: d
xmltodict3,xmltodict,Character Added: 3;Suffix Added: 3
xmltodict,xmltodict3,Character Removed: 9 ('3');Suffix Removed: 3
xltojson,xmltojson,Character Removed: 1 ('m')
xmo,xmod,Character Removed: 3 ('d')
imod,xmod,Character Replaced: i
exmod,xmod,Character Added: e
cmod,xmod,Character Replaced: c;Close Letters on QWERTY Keyboard: x => c
pmod,xmod,Character Replaced: p
tmod,xmod,Character Replaced: t
amod,xmod,Character Replaced: a;Close Letters on QWERTY Keyboard: x => a
mod,xmod,Prefix Removed: x;Character Removed: 0 ('x')
xmode,xmod,Character Added: e;Close Letters on QWERTY Keyboard, added to end: xmod => e
kmod,xmod,Character Replaced: k
amodem,xmodem,Character Replaced: a;Close Letters on QWERTY Keyboard: x => a
xmode,xmodem,Character Removed: 5 ('m')
xmodel,xmodem,Character Replaced: l
ymodem,xmodem,Bit Flips: Byte 0, Bit 0;Character Replaced: y
qopen,xopen,Character Replaced: q
nxopen,xopen,Character Added: n;Containing Character Added: n
bopen,xopen,Character Replaced: b
oopen,xopen,Character Replaced: o
copen,xopen,Character Replaced: c;Close Letters on QWERTY Keyboard: x => c
xopes,xopen,Character Replaced: s
popen,xopen,Character Replaced: p
mopen,xopen,Character Replaced: m
gopen,xopen,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: g
dopen,xopen,Character Replaced: d;Close Letters on QWERTY Keyboard: x => d
cpinyin,xpinyin,Character Replaced: c;Close Letters on QWERTY Keyboard: x => c
ypinyin,xpinyin,Bit Flips: Byte 0, Bit 0;Character Replaced: y
pinyin,xpinyin,Prefix Removed: x;Character Removed: 0 ('x')
ppinyin,xpinyin,Character Replaced: p
xpresso,xpress,Character Added: o
xdress,xpress,Ascii Homoglpyh: p => d;Character Replaced: d
press,xpress,Prefix Removed: x;Character Removed: 0 ('x')
radar,xradar,Prefix Removed: x;Character Removed: 0 ('x')
qradar,xradar,Character Replaced: q
raylib,xraylib,Prefix Removed: x;Character Removed: 0 ('x')
xrt,xrft,Character Removed: 2 ('f')
prft,xrft,Character Replaced: p
rft,xrft,Prefix Removed: x;Character Removed: 0 ('x')
xrit,xrft,Character Replaced: i
drft,xrft,Character Replaced: d;Close Letters on QWERTY Keyboard: x => d
xrst,xrft,Character Replaced: s
validator,xsd-validator,Separated Section Removed: 0 ('x')
ysdata,xsdata,Bit Flips: Byte 0, Bit 0;Character Replaced: y
osdata,xsdata,Character Replaced: o
xdata,xsdata,Character Removed: 1 ('s')
gsdata,xsdata,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: g
hsdata,xsdata,Character Replaced: h
ssdata,xsdata,Character Replaced: s;Close Letters on QWERTY Keyboard: x => s
sdata,xsdata,Prefix Removed: x;Character Removed: 0 ('x')
dsdata,xsdata,Character Replaced: d;Close Letters on QWERTY Keyboard: x => d
xhdata,xsdata,Character Replaced: h
utils,xss-utils,Separated Section Removed: 0 ('x')
mtgeo,xtgeo,Character Replaced: m
xtgen,xtgeo,Character Replaced: n
utils,xw-utils,Separated Section Removed: 0 ('x')
xyw-utils,xw-utils,Character Added: y
x-utils,xw-utils,Character Removed: 1 ('w')
bw-utils,xw-utils,Character Replaced: b
fw-utils,xw-utils,Character Replaced: f
xh-utils,xw-utils,Character Replaced: h
xk-utils,xw-utils,Character Replaced: k
xtea,xxtea,Prefix Removed: x;Character Removed: 0 ('x');Character Removed: 1 ('x')
xxtea-py,xxtea,Suffix Added: -py
cxxtea,xxtea,Character Added: c;Double hit character: c
yfpy,y-py,Character Replaced: f
yxpy,y-py,Character Replaced: x
d-py,y-py,Character Replaced: d
ypy,y-py,Character Removed: 1 ('-');Separator Removed -
ytpy,y-py,Character Replaced: t
yipy,y-py,Character Replaced: i
x-py,y-py,Bit Flips: Byte 0, Bit 0;Character Replaced: x
py,y-py,Separated Section Removed: 0 ('y')
yopy,y-py,Character Replaced: o
3-py,y-py,Character Replaced: 3
yaas,yacs,Letter Duplicated and Replaced: a;Character Replaced: a
yais,yacs,Character Replaced: i
yaecs,yacs,Character Added: e
yacm,yacs,Character Replaced: m
yact,yacs,Character Replaced: t
hacs,yacs,Character Replaced: h;Close Letters on QWERTY Keyboard: y => h
yas,yacs,Character Removed: 2 ('c')
yajs,yacs,Character Replaced: j
yaws,yacs,Character Replaced: w
yacu,yacs,Character Replaced: u
yach,yacs,Character Replaced: h
yaks,yacs,Character Replaced: k
yaps,yacs,Character Replaced: p
yaacs,yacs,Character Added: a;Character Added: a;Containing Character Added: a;Containing Character Added: a;Letter Duplicated: a
uacs,yacs,Character Replaced: u;Swap Vowel: y => u;Close Letters on QWERTY Keyboard: y => u
yaes,yacs,Character Replaced: e
acs,yacs,Character Removed: 0 ('y')
yams,yacs,Character Replaced: m
tacs,yacs,Character Replaced: t;Close Letters on QWERTY Keyboard: y => t
yac,yacs,Character Removed: 3 ('s');Suffix Removed: s
bacs,yacs,Character Replaced: b
yace,yacs,Character Replaced: e;Close Letters on QWERTY Keyboard: s => e
yaci,yacs,Character Replaced: i
yats,yacs,Character Replaced: t
yacf,yacs,Character Replaced: f
yacl,yacs,Character Replaced: l
yack,yacs,Character Replaced: k
yahs,yacs,Character Replaced: h
yabs,yacs,Character Replaced: b
yadism,yadisk,Character Replaced: m;Close Letters on QWERTY Keyboard: k => m
yamail,yagmail,Character Removed: 2 ('g')
yagmail2,yagmail,Character Added: 2;Suffix Added: 2
yahoo,yahoo-fin,Separated Section Removed: 1 ('a')
fin,yahoo-fin,Separated Section Removed: 0 ('y')
yahoo,yahoo-finance,Separated Section Removed: 1 ('a')
yahoofinance,yahoo-finance,Character Removed: 5 ('-');Separator Removed -
finance,yahoo-finance,Separated Section Removed: 0 ('y')
nake,yake,Character Replaced: n
kake,yake,Character Replaced: k
yakt,yake,Character Replaced: t
hake,yake,Character Replaced: h;Close Letters on QWERTY Keyboard: y => h
ake,yake,Character Removed: 0 ('y')
yae,yake,Character Removed: 2 ('k')
rake,yake,Character Replaced: r
bake,yake,Character Replaced: b
yace,yake,Character Replaced: c
yale,yake,Character Replaced: l;Close Letters on QWERTY Keyboard: k => l
lake,yake,Character Replaced: l
yaks,yake,Character Replaced: s;Close Letters on QWERTY Keyboard: e => s
yate,yake,Character Replaced: t
fake,yake,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: f
yape,yake,Character Replaced: p
sake,yake,Character Replaced: s
cake,yake,Character Replaced: c
yaka,yake,Ascii Homoglpyh: e => a;Character Replaced: a;Swap Vowel: e => a
make,yake,Character Replaced: m
yoke,yake,Ascii Homoglpyh: a => o;Character Replaced: o;Swap Vowel: a => o
zake,yake,Bit Flips: Byte 0, Bit 1;Character Replaced: z
jake,yake,Character Replaced: j;Close Letters on QWERTY Keyboard: y => j
yade,yake,Character Replaced: d
yaket,yake,Character Added: t
yafe,yake,Character Replaced: f
wake,yake,Character Replaced: w
take,yake,Character Replaced: t;Close Letters on QWERTY Keyboard: y => t
yakc,yake,Character Replaced: c
yakh,yake,Character Replaced: h
yamal,yamale,Character Removed: 5 ('e')
yamole,yamale,Ascii Homoglpyh: a => o;Character Replaced: o;Swap Vowel: a => o
config,yaml-config,Separated Section Removed: 0 ('y')
yamlconfig,yaml-config,Character Removed: 4 ('-');Separator Removed -
wmf,yamlconf-wmf,Separated Section Removed: 0 ('y')
yamlconf,yamlconf-wmf,Separated Section Removed: 1 ('a')
ymlconf,yamlconf,Character Removed: 1 ('a')
yamlfig,yamlfix,Character Replaced: g
query-client,yandex-query-client,Separated Section Removed: 0 ('y')
yang-connector,yang.connector,Character Replaced: -;Separator Changed: . => -
yang,yang.connector,Separated Section Removed: 1 ('a')
yarf,yapf,Character Replaced: r
yapu,yapf,Character Replaced: u
yasf,yapf,Character Replaced: s
yapr,yapf,Character Replaced: r;Close Letters on QWERTY Keyboard: f => r
yafp,yapf,Letters Swapped
yapt,yapf,Ascii Homoglpyh: f => t;Character Replaced: t;Close Letters on QWERTY Keyboard: f => t
yapq,yapf,Character Replaced: q
zapf,yapf,Bit Flips: Byte 0, Bit 1;Character Replaced: z
yap,yapf,Character Removed: 3 ('f')
yapl,yapf,Character Replaced: l
yapi,yapf,Character Replaced: i
yaps,yapf,Character Replaced: s
yapx,yapf,Character Replaced: x
yape,yapf,Character Replaced: e;Close Letters on QWERTY Keyboard: f => e
yapb,yapf,Character Replaced: b;Close Letters on QWERTY Keyboard: f => b
napf,yapf,Character Replaced: n
yapo,yapf,Character Replaced: o
yaff,yapf,Character Replaced: f
yaaf,yapf,Letter Duplicated and Replaced: a;Character Replaced: a
yabf,yapf,Ascii Homoglpyh: p => b;Character Replaced: b
yacf,yapf,Character Replaced: c
yamf,yapf,Character Replaced: m
yapg,yapf,Character Replaced: g;Close Letters on QWERTY Keyboard: f => g
yanf,yapf,Character Replaced: n
yaf,yapf,Character Removed: 2 ('p')
yapw,yapf,Character Replaced: w
yawf,yapf,Character Replaced: w
yapc,yapf,Character Replaced: c;Close Letters on QWERTY Keyboard: f => c
dappi,yappi,Character Replaced: d
pyappi,yappi,Character Added: p;Containing Character Added: p
yappd,yappi,Character Replaced: d
cappi,yappi,Character Replaced: c
yapapi,yappi,Character Added: a;Containing Character Added: a
yappt,yappi,Character Replaced: t
appi,yappi,Character Removed: 0 ('y')
yippi,yappi,Character Replaced: i;Swap Vowel: a => i
mappi,yappi,Character Replaced: m
yaspi,yappi,Character Replaced: s
yappr,yappi,Character Replaced: r
zappi,yappi,Bit Flips: Byte 0, Bit 1;Character Replaced: z
yappa,yappi,Character Replaced: a;Swap Vowel: i => a
yapi,yappi,Character Removed: 2 ('p');Character Removed: 3 ('p')
happi,yappi,Character Replaced: h;Close Letters on QWERTY Keyboard: y => h
yapas,Yapps,Character Replaced: a
yapps2,Yapps,Character Added: 2;Suffix Added: 2
yappd,Yapps,Character Replaced: d;Close Letters on QWERTY Keyboard: s => d
yappt,Yapps,Character Replaced: t
yaphs,Yapps,Character Replaced: h
yaps,Yapps,Character Removed: 2 ('p');Character Removed: 3 ('p')
lapps,Yapps,Character Replaced: l
japps,Yapps,Character Replaced: j;Close Letters on QWERTY Keyboard: y => j
zapps,Yapps,Bit Flips: Byte 0, Bit 1;Character Replaced: z
gapps,Yapps,Character Replaced: g;Close Letters on QWERTY Keyboard: y => g
yappr,Yapps,Character Replaced: r
wapps,Yapps,Character Replaced: w
vapps,Yapps,Bit Flips: Byte 0, Bit 3;Character Replaced: v
yappa,Yapps,Character Replaced: a;Close Letters on QWERTY Keyboard: s => a
yappi,Yapps,Character Replaced: i
mapsy,Yapsy,Character Replaced: m
yapsl,Yapsy,Character Replaced: l
yaps,Yapsy,Character Removed: 4 ('y')
yapsc,Yapsy,Character Replaced: c
yaqc,yaql,Character Replaced: c
yadl,yaql,Ascii Homoglpyh: q => d;Character Replaced: d
aql,yaql,Character Removed: 0 ('y')
yaq,yaql,Character Removed: 3 ('l')
ysql,yaql,Character Replaced: s;Close Letters on QWERTY Keyboard: a => s
yacl,yaql,Character Replaced: c
gaql,yaql,Character Replaced: g;Close Letters on QWERTY Keyboard: y => g
yall,yaql,Character Replaced: l
yaqq,yaql,Character Replaced: q
yail,yaql,Character Replaced: i
yajl,yaql,Character Replaced: j
yatl,yaql,Character Replaced: t
yaul,yaql,Character Replaced: u
yawl,yaql,Character Replaced: w;Close Letters on QWERTY Keyboard: q => w
yapl,yaql,Ascii Homoglpyh: q => p;Character Replaced: p
yql,yaql,Character Removed: 1 ('a')
yaqn,yaql,Character Replaced: n
yarl,yaql,Character Replaced: r
yasl,yaql,Character Replaced: s;Close Letters on QWERTY Keyboard: q => s
caql,yaql,Character Replaced: c
yaxl,yaql,Character Replaced: x
yara,yara-python,Separated Section Removed: 1 ('a');Suffix Removed: -python
oarg,yarg,Character Replaced: o;Swap Vowel: y => o
yargy,yarg,Character Added: y;Containing Character Added: y;Close Letters on QWERTY Keyboard, added to end: yarg => y
yapg,yarg,Character Replaced: p
yarc,yarg,Character Replaced: c
